GN_EFFORT_ID,SPECIES,N,WEIGHT
43426,213,75,
43427,307,1,24961.73
43427,127,3,878.83
43427,216,38,2636.5
43427,213,38,
42812,307,1,170.1
42812,216,169,25146.01
42813,307,3,992.23
42813,216,101,14259.8
42814,216,55,5017.86
42815,307,2,893.01
42815,216,80,5358.06
42816,307,3,680.4
42816,216,25,1700.97
42817,127,2,496.12
42817,216,72,6350.29
42819,216,24,2593.98
42820,216,11,1020.58
42822,307,2,396.89
42822,216,52,7335.41
44335,202,12,3345.24
44335,204,32,6350.29
44335,210,25,7654.37
44335,208,56,11212.23
44335,206,20,4876.11
44335,207,7,2423.88
44335,213,6,
44336,307,60,20525.04
44336,127,11,3912.23
44336,216,127,26152.41
44336,201,7,1559.22
44336,202,28,6633.78
44336,204,62,11424.85
44336,210,8,2267.96
44336,208,16,2834.95
44336,203,35,6839.28
44336,213,6,
44337,307,80,28944.84
44337,127,29,12275.33
44337,216,92,21715.72
44337,201,5,1275.73
44337,202,37,10262.52
44337,204,36,6803.88
44337,210,4,1077.28
44337,208,9,1814.37
44337,203,11,2487.66
44337,213,1,
44338,307,65,24394.74
44338,127,16,7427.57
44338,216,38,10361.74
44338,201,3,907.18
44338,202,24,7626.02
44338,204,10,1871.07
44338,210,1,297.67
44338,203,9,2161.66
44339,307,5,2154.56
44339,127,13,7484.27
44339,216,424,77791.03
44339,201,36,8852.17
44339,202,14,2579.8
44339,204,101,15797.81
44339,210,18,4316.22
44339,208,102,16974.18
44339,206,131,19532.83
44339,207,2,779.62
44339,213,20,
44340,307,13,4649.31
44340,127,23,15762.31
44340,216,484,93099.76
44340,201,37,11318.53
44340,202,22,5115.74
44340,204,140,23969.6
44340,210,7,2331.75
44340,208,140,27250.96
44340,206,96,16393.14
44340,207,5,1509.62
44340,213,37,
44341,307,14,7569.32
44341,127,14,7030.68
44341,216,256,61844.43
44341,201,45,17158.55
44341,202,14,3961.85
44341,204,63,11415.42
44341,210,9,2792.43
44341,208,76,15627.7
44341,206,35,6676.35
44341,207,3,2388.44
44341,213,11,
44342,307,3,793.79
44342,127,6,2693.2
44342,216,140,25174.36
44342,201,9,2097.86
44342,202,1,184.27
44342,204,85,14160.58
44342,210,7,1389.13
44342,208,36,6548.73
44342,206,2,354.37
44343,307,2,1481.26
44343,127,7,4401.26
44343,216,106,21942.51
44343,201,15,4124.85
44343,204,59,10914.56
44343,210,2,538.64
44343,208,29,5783.3
44343,206,1,163.01
44344,307,5,3139.71
44344,127,8,3685.44
44344,216,43,8419.8
44344,201,4,1063.11
44344,202,3,779.61
44344,204,19,3486.99
44344,210,3,751.26
44344,208,9,1871.07
44344,207,1,212.62
44344,213,4,
44345,127,14,7533.85
44345,216,147,29384.26
44345,201,22,6066.79
43619,307,2,396.9
43619,201,22,
43619,204,57,
43619,210,16,
43619,206,33,
43619,205,8,
43620,307,4,1126.89
43620,216,72,10503.49
43620,204,34,
43620,208,3,
43620,206,20,
43620,205,2,
43621,307,4,1190.68
43621,201,2,
43621,204,38,
43621,210,3,
43621,208,3,
43621,206,5,
43621,205,4,
43621,213,2,
43622,307,8,4004.37
43622,216,70,12133.59
43622,201,10,
43622,204,30,
43622,210,1,
43622,208,4,
43622,206,14,
43622,207,3,
43622,205,7,
43622,213,1,
43623,307,8,2126.21
43623,216,156,24593.19
43624,307,5,1488.35
43624,216,38,6201.45
43625,307,9,2966.06
43625,127,1,333.11
43625,216,20,3366.5
43626,307,7,2927.09
43626,127,3,1048.92
43626,216,21,1268.64
43627,307,8,4238.25
43627,127,1,467.77
43627,216,20,1169.42
43628,307,9,1821.46
43628,127,2,453.59
43628,216,97,14203.1
43629,307,12,3160.97
43629,127,1,297.67
43629,216,42,6945.63
43630,307,15,4479.22
43630,216,27,5273.01
43631,307,16,5925.05
43631,127,6,2069.51
43631,216,18,3416.11
43632,307,28,13112.76
43632,127,2,992.23
43632,216,10,2381.36
43633,307,26,7130.52
43633,127,1,262.23
43633,216,689,99513.83
43634,307,42,11630.38
43634,127,5,1325.34
43634,216,453,75423.84
43635,307,62,19069.22
43635,127,6,2119.11
43635,216,343,58633.85
43636,307,52,17276.46
43636,127,8,2983.77
43636,216,104,18278.34
43637,307,49,21289.18
43637,127,15,7257.48
43637,216,53,7696.89
43637,203,1,318.93
43638,307,7,1786.02
43638,216,106,14118.05
43638,201,12,
43638,204,60,
43638,210,7,
43638,208,25,
43638,206,2,
43639,307,2,439.42
43639,127,1,240.97
43639,216,24,2948.35
43639,201,1,
43639,202,1,
43639,204,17,
43639,208,1,
43639,206,3,
43639,213,1,
43640,307,3,1020.58
43640,127,1,226.8
43640,216,9,992.23
43640,201,1,
43640,204,7,
43640,213,1,
43641,307,2,850.49
43641,127,2,737.09
43641,216,21,1587.57
43641,201,1,
43641,204,18,
43641,213,2,
43642,307,5,2154.56
43642,127,2,1105.63
43642,216,23,1615.92
43642,204,22,
43642,213,1,
43643,216,282,38923.86
43643,201,4,
43643,204,31,
43643,210,4,
43643,208,4,
43643,206,232,
43643,205,7,
43644,216,80,12700.58
43644,204,6,
43644,210,1,
43644,206,64,
43644,207,1,
43644,213,8,
43645,216,34,5584.85
43645,201,1,
43645,204,3,
43645,210,2,
43645,206,26,
43645,205,1,
43645,213,1,
43646,216,10,1757.67
43646,204,2,
43646,206,6,
43646,207,1,
43646,205,1,
43647,127,3,1587.57
43647,216,12,1786.02
43647,204,2,
43647,206,8,
43647,207,1,
43647,213,1,
43648,307,1,198.45
43648,216,572,80796.08
43649,127,1,326.02
43649,216,210,34302.9
43650,216,121,19844.65
43651,307,1,878.83
43651,127,1,1133.98
43651,206,29,5205
43651,216,51,9241.94
43652,127,6,3331.07
43652,206,6,1065.95
43652,216,16,3628.74
43653,307,10,2239.61
43653,127,1,212.62
43653,216,226,28746.39
43654,307,9,2636.5
43654,127,3,935.53
43654,216,94,11765.04
43655,307,8,3033.4
43655,127,1,340.19
43655,216,68,7059.03
43656,307,6,2296.31
43656,127,4,2069.51
43656,216,51,4791.07
43657,307,14,6463.69
43657,127,3,1389.13
43657,216,25,1786.02
43658,307,9,2381.36
43658,216,95,14103.88
43659,307,3,893.01
43659,127,6,1885.24
43659,216,38,6619.61
43660,307,10,3784.66
43660,127,3,1545.05
43660,216,21,3713.78
43661,307,9,3472.81
43661,127,3,1048.93
43661,216,7,1148.15
43662,307,9,4946.99
43662,127,21,11056.31
43662,216,4,807.96
43663,307,3,878.83
43663,216,258,42836.09
43663,201,9,
43663,204,103,
43663,210,48,
43663,208,91,
43663,206,2,
43663,205,5,
43664,307,5,1460
43664,216,173,29001.54
43664,201,20,
43664,204,59,
43664,210,15,
43664,208,48,
43664,206,2,
43664,205,13,
43664,213,16,
43665,307,9,2650.68
43665,127,1,361.46
43665,216,125,21333
43665,201,15,
43665,204,39,
43665,210,12,
43665,208,43,
43665,205,14,
43665,213,2,
43666,307,8,2749.9
43666,127,4,1460
43666,216,57,9766.4
43666,201,9,
43666,204,26,
43666,210,6,
43666,208,7,
43666,205,8,
43666,213,1,
43667,307,4,1856.89
43667,127,5,2679.03
43667,216,46,4181.55
43667,201,1,
43667,208,2,
43667,205,4,
43668,127,1,283.5
43668,216,189,29029.89
43668,201,8,
43668,210,14,
43668,206,59,
43668,205,6,
43669,216,67,9369.51
43669,201,6,
43669,204,34,
43669,208,3,
43669,206,15,
43669,213,5,
43670,127,2,722.91
43670,216,51,8079.61
43670,201,5,
43670,210,2,
43670,208,6,
43670,207,1,
43670,205,4,
43671,307,15,5117.08
43671,127,1,340.19
43671,201,3,
43671,204,18,
43671,208,3,
43671,206,6,
43671,205,5,
43672,307,21,9213.59
43672,201,1,
43672,204,21,
43672,207,1,
43673,307,10,2367.19
43673,216,209,32389.3
43673,201,10,
43673,204,37,
43674,307,11,3307.79
43674,216,68,10432.62
43674,210,4,
43674,208,43,
43675,127,1,1034.76
43675,216,34,4762.72
43675,201,1,178.6
43675,210,1,235.3
43675,205,2,459.27
43675,213,2,
43676,127,1,382.72
43676,216,18,1470.71
43676,204,15,756.29
43676,205,2,481.95
43677,307,11,5046.21
43677,216,13,793.79
43677,204,12,739.91
43678,307,14,6633.78
43678,216,158,22991.44
43678,204,28,
43678,208,46,
43678,205,4,
43679,307,33,10517.66
43679,216,73,12034.36
43679,201,2,
43679,208,10,
43679,206,49,
43680,127,2,623.69
43680,216,32,5797.47
43680,204,7,915.69
43680,208,5,858.98
43680,206,12,1998.64
43680,205,2,470.61
43680,213,1,
43681,216,15,1998.64
43681,201,1,212.62
43681,204,7,816.46
43681,206,3,470.6
43681,213,2,
43682,307,31,14628.34
43682,216,2,198.45
43682,204,2,198.45
43683,307,41,11453.2
43684,307,74,21715.72
44345,202,5,1070.19
44345,204,67,11651.64
44345,210,8,1814.37
44345,208,29,5386.41
44345,206,12,1963.2
44345,207,2,538.64
44345,213,2,
44346,307,1,368.54
44346,127,11,5910.87
44346,216,103,24579.02
44346,201,29,8646.6
44346,202,11,2608.15
44346,204,28,5244.66
44346,210,6,1686.8
44346,206,5,963.88
44346,207,3,1077.28
44346,213,2,
44347,127,18,7711.06
44347,216,76,19674.55
44347,202,4,1020.58
44347,204,19,3657.09
44347,210,7,1970.29
44347,206,3,481.94
44347,207,1,411.07
44348,127,25,16931.76
44349,127,26,17973.58
44349,216,83,15081.93
44350,127,33,23756.88
44351,307,26,10049.9
44351,127,16,6640.9
44351,216,154,29582.7
44351,202,1,226.8
44351,204,85,14699.22
44351,210,12,2806.6
44351,203,1,219.71
44352,307,32,11141.35
44352,127,19,7937.86
44352,201,17,4153.2
44352,202,3,481.94
44352,204,51,9582.13
44352,208,25,5131.26
44353,307,21,9156.89
44353,127,16,6078.13
44353,201,20,6180.19
44353,202,3,935.53
44353,204,19,3827.18
44353,208,8,1814.37
44354,307,10,3742.14
44354,216,554,103092.96
44354,201,56,13253.39
44354,202,12,2721.55
44354,210,27,6321.94
44354,208,177,32346.78
44354,206,108,18122.41
44354,213,9,
44355,127,11,6293.59
44355,216,403,82908.11
44355,202,7,1771.84
44355,204,122,21488.92
44355,210,11,2834.95
44355,206,68,12523.32
44355,207,1,198.45
44355,213,4,
44356,307,14,5570.67
44356,216,218,50873.18
44356,201,49,16343.49
44356,204,58,9723.88
44356,210,19,4791.07
44356,208,52,10815.33
44356,207,1,326.02
44356,213,1,
44357,307,4,1623.01
44357,216,208,41418.62
44357,201,38,9383.68
44357,202,7,1474.17
44357,210,17,3770.48
44357,208,51,9369.51
44357,206,19,3203.49
44358,307,4,2041.17
44358,216,145,32233.38
44358,201,43,11368.15
44358,202,12,2551.46
44358,210,9,2197.09
44358,208,22,4302.04
44358,206,16,2920
44358,213,5,
44359,307,2,659.13
44359,127,34,19065.04
44359,201,41,12934.46
44359,202,1,226.8
44359,204,21,3940.58
44359,208,6,1304.08
44359,207,3,1176.5
44360,307,2,1289.91
44360,216,419,84509.86
44360,201,105,25741.35
44360,202,7,1332.43
44360,210,29,6662.13
44360,208,122,21970.86
44360,206,26,4847.76
44360,213,8,
44361,307,3,1573.4
44361,127,19,13784.95
44361,201,102,27697.46
44361,202,4,963.88
44361,204,89,15691.45
44361,208,75,14699.22
44361,206,11,2012.81
44361,207,2,623.69
44362,307,2,1360.78
44362,216,219,57308.51
42971,213,2,
42972,307,7,1587.57
42972,127,1,283.5
42972,216,135,18611.45
42972,201,21,3231.84
42972,204,21,1984.48
42972,210,3,602.42
42972,208,2,326.02
42972,206,55,8164.65
42972,205,16,
42972,213,17,
42973,307,4,1063.11
42973,127,2,524.47
42973,216,55,5584.85
42973,201,2,403.98
42973,204,24,1708.03
42973,210,1,191.36
42973,208,3,531.56
42973,206,9,1417.47
42973,205,5,
42973,213,11,
42974,307,4,970.97
42974,127,2,666.21
42974,216,44,7342.52
42974,201,4,800.87
42974,204,6,255.14
42974,210,5,1190.68
42974,208,4,730
42974,206,12,2289.22
42974,207,2,793.79
42974,205,6,
42974,213,5,
42975,307,8,3005.03
42975,127,1,396.89
42975,216,27,6747.18
42975,201,6,1382.04
42975,204,3,198.45
42975,210,2,446.51
42975,206,8,1764.75
42975,207,4,1892.32
42975,213,4,
42976,307,4,1644.28
42976,127,6,4167.38
42976,216,16,2891.65
42976,204,8,510.28
42976,210,1,340.19
42976,208,1,170.1
42976,207,4,1743.49
42976,213,2,
42977,307,2,375.63
42977,127,1,822.14
42977,216,73,6421.16
42977,201,5,751.26
42977,204,39,2168.74
42977,210,4,616.6
42977,208,6,822.14
42977,213,19,
42978,307,2,418.15
42978,127,6,2034.09
42978,216,40,5840
42978,201,11,2190
42978,204,14,893.02
42978,210,6,1289.91
42978,208,2,354.37
42978,207,2,425.24
42978,213,5,
42979,307,2,1197.76
42979,127,3,1077.28
42979,216,47,3203.49
42979,201,1,127.57
42979,204,31,1990.94
42979,210,2,403.98
42979,213,13,
42980,307,1,602.43
42980,127,7,2083.68
42980,216,32,1545.05
42980,204,29,1467.06
42980,213,3,
42981,127,4,1828.54
42981,216,48,2523.11
42981,201,1,141.75
42981,204,37,1651.32
42981,208,2,170.09
42981,213,8,
42982,307,3,1041.85
42982,216,131,19235.14
42982,201,13,1807.27
42982,204,14,970.96
42982,210,3,545.73
42982,208,2,297.67
42982,206,91,13737.47
42982,207,1,205.53
42982,213,7,
42983,307,5,1360.78
42983,216,43,6832.23
42983,201,5,772.53
42983,204,6,403.98
42983,210,1,226.8
42983,206,25,4046.89
42983,205,1,177.18
42983,213,5,
42984,307,11,4578.45
42984,127,1,283.5
42984,216,41,5471.45
42984,201,1,248.06
42984,204,14,737.07
42984,210,1,212.62
42984,206,20,3515.32
42984,205,1,219.71
42984,213,4,
42985,307,1,326.02
42985,127,1,481.94
42985,216,24,2267.96
42985,204,14,595.35
42985,206,8,1438.73
42985,213,2,
42986,307,2,1261.55
42986,127,7,3444.46
42986,216,23,3189.32
42986,204,13,481.94
42986,206,3,329.57
42986,207,2,900.09
42986,205,1,269.32
42986,213,4,
42987,307,5,1020.58
42987,216,34,5102.91
42987,201,8,
42987,204,11,
42987,210,6,
42987,208,6,
42987,206,3,
42988,307,3,708.74
42988,127,1,269.32
42988,216,7,1020.58
42988,201,2,
42988,204,2,
42988,210,1,
42988,206,1,
42989,307,7,2438.06
42989,127,3,1148.15
42989,216,4,907.18
42989,204,1,
42989,210,2,
42989,206,1,
42990,127,4,1559.22
42990,216,4,226.8
42990,204,4,
42991,127,2,1020.58
42991,216,4,255.15
42991,204,4,
42992,307,1,1190.68
42992,216,103,13976.3
42992,201,3,
42992,204,1,
42992,210,6,
42992,208,5,
42992,206,80,
42992,205,1,
42993,307,1,219.71
42993,216,44,7087.38
42993,201,2,
42993,210,2,
42993,206,33,
42993,207,1,
42993,205,4,
42993,213,2,
42994,307,1,652.04
42994,127,1,411.07
42994,216,15,2154.56
42994,201,2,
42994,204,1,
42994,210,1,
42994,206,10,
42994,205,1,
42995,216,10,2055.34
42995,206,7,
42995,207,1,
42995,205,1,
42995,213,1,
42996,307,1,637.86
42996,127,4,2466.41
42996,216,2,106.31
42996,204,2,
42997,307,6,1133.98
42997,127,1,297.67
42997,216,64,8618.24
42997,201,16,2381.36
42997,204,20,1920.68
42997,210,8,1367.85
42997,208,19,2806.6
42997,206,1,141.75
42998,307,3,978.06
42998,127,3,907.18
42998,216,12,1424.57
42998,201,3,489.03
42998,210,2,382.72
42999,216,19,2154.57
42999,201,1,184.27
42999,204,12,800.89
42999,208,2,297.67
43000,307,4,1871.07
43000,204,12,793.78
43001,307,6,1700.97
43001,216,11,737.09
43001,204,10,616.6
43001,208,1,120.49
43002,307,2,1048.93
43002,204,3,205.53
43002,206,82,11125.7
43002,207,1,155.92
43002,205,2,354.37
43003,307,6,1559.22
43003,216,39,5896.68
43003,201,1,219.71
43003,210,4,772.52
43003,205,2,368.54
43004,127,1,297.67
43004,216,15,2409.69
43004,204,1,70.87
43004,207,3,722.91
43004,205,1,184.27
43005,307,4,1417.48
43005,216,11,1034.74
43005,204,6,524.46
43005,206,5,510.28
43006,307,4,1389.13
43006,127,1,581.16
43006,216,16,1410.39
43006,201,1,148.83
43006,204,3,219.71
43006,206,10,1041.85
43006,207,2,
43007,307,6,1644.27
43007,216,187,28859.79
43007,201,39,
43007,204,26,
43007,210,10,
43007,208,85,
43007,206,5,
43007,207,3,
43007,205,3,
43007,213,16,
43008,307,9,2608.15
43008,127,2,708.74
43008,216,135,23643.48
43008,201,41,8572.21
43008,204,23,1275.73
43008,210,4,942.63
43008,208,40,6945.62
43684,127,3,935.53
43684,216,120,21120.38
43685,127,10,3316.89
43685,216,57,11524.07
43685,203,1,297.67
43686,127,7,2749.9
43686,216,37,6633.78
43687,307,63,30390.66
43687,216,21,2267.96
43688,307,3,623.69
43688,216,147,19929.7
43688,202,3,
43688,204,82,
43688,208,33,
43688,205,3,
43688,213,2,
43689,127,1,340.19
43689,216,35,4961.16
43689,201,7,
43689,204,20,
43689,210,1,
43689,207,1,
43690,216,25,2962.52
43690,201,1,
43690,204,17,
43690,208,1,
43690,207,1,
43690,213,1,
43691,307,3,1020.58
43691,127,1,425.24
43691,216,7,652.04
43691,204,6,
43691,208,1,
43692,307,1,1077.28
43692,127,3,1417.48
43692,216,16,1219.03
43692,204,16,
43693,307,1,283.5
43693,216,183,25500.38
43693,204,7,
43693,206,174,
43693,207,1,
43693,205,1,
43694,216,48,7243.3
43694,204,1,
43694,210,1,
43694,206,43,
43694,207,1,
43694,213,2,
43695,216,28,4394.17
43695,201,1,
43695,204,4,
43695,206,19,
43695,207,2,
43695,213,2,
43696,307,1,311.84
43696,127,2,850.49
43696,216,19,3104.27
43696,204,3,
43696,206,14,
43696,207,2,
43697,127,1,609.51
43697,216,11,1927.77
43697,204,1,
43697,206,7,
43697,207,2,
43697,205,1,
43698,216,495,70193.36
43698,201,2,
43698,204,35,
43698,210,12,
43698,206,444,
43698,205,2,
43699,307,1,368.54
43699,216,205,32134.16
43699,201,7,
43699,202,2,
43699,204,11,
43699,210,2,
43699,206,181,
43699,205,2,
43700,127,1,680.39
43700,216,111,18186.2
43700,201,2,
43700,204,12,
43700,206,90,
43700,207,3,
43700,205,1,
43700,213,3,
43701,307,1,28.35
43701,127,1,340.19
43701,216,53,9780.58
43701,201,1,
43701,204,5,
43701,206,44,7487.19
43701,207,2,
43701,205,1,
43702,307,1,538.64
43702,127,3,1389.13
43702,216,19,3430.29
43702,204,6,
43702,206,8,1289.92
43702,207,4,
43702,205,1,
43703,307,12,2104.94
43703,127,3,680.39
43703,216,288,40894.15
43703,201,12,
43703,202,6,
43703,204,138,
43703,210,41,
43703,208,85,
43703,206,4,
43703,205,2,
43704,307,6,1304.08
43704,127,5,1275.73
43704,216,152,22963.1
43704,201,19,2914.38
43704,202,8,1672.64
43704,204,40,3569.21
43704,210,21,3977.49
43704,208,49,7818.85
43704,206,1,175.77
43704,205,4,751.27
43704,213,10,
43705,307,5,1573.42
43705,127,3,1105.63
43705,216,69,9000.97
43705,201,8,1621.6
43705,202,1,277.83
43705,204,31,2069.8
43705,210,7,1445.85
43705,208,16,2700.42
43705,213,6,
43706,307,9,3642.9
43706,127,1,439.42
43706,216,28,3997.28
43707,307,6,2664.85
43707,127,9,4762.72
43707,216,28,1927.77
43708,307,14,3430.34
43708,127,1,354.37
43708,216,122,17718.44
43709,307,18,6910.21
43709,127,4,1304.08
43709,216,49,8164.66
43710,307,14,4620.97
43710,127,5,1842.72
43710,216,32,5060.39
43711,307,18,7200.76
43711,127,11,4224.08
43711,216,13,2778.25
43712,307,10,4805.23
43712,127,25,13182.52
43712,216,10,1729.32
43713,307,6,1360.78
43713,216,157,25344.45
43714,307,10,3657.09
43714,127,1,205.53
43714,216,95,15521.35
43715,307,9,2834.95
43715,127,1,368.54
43715,216,46,8462.33
43716,307,17,5627.38
43716,127,3,1162.33
43716,216,48,5131.26
43717,307,5,1941.94
43717,127,3,1403.3
43717,216,15,1941.94
43718,307,14,3798.83
43718,216,207,30872.61
43719,307,32,8760
43719,216,87,14500.77
43720,307,27,8887.57
43720,216,80,12105.24
43721,307,24,8547.37
43721,216,30,3883.88
43722,307,11,5556.5
43722,127,1,340.19
43722,216,45,4082.33
43723,307,13,3216.39
43723,216,131,21744.07
43724,307,17,5173.78
43724,216,44,8476.5
43725,307,11,3614.56
43725,216,23,4294.95
43726,307,14,4732.19
43726,216,8,1417.48
43727,307,9,3508.25
43727,127,4,2324.66
43727,216,7,340.19
43728,307,23,6492.04
43728,216,146,21871.64
43729,307,21,6010.12
43729,127,3,864.66
43729,216,49,8256.79
43730,307,25,8930.09
43730,127,2,793.79
43730,216,21,7101.55
43731,307,29,12332.03
43731,216,20,3515.34
43732,307,37,19398.15
43732,127,1,481.94
43732,216,8,935.53
43733,307,30,7285.82
43733,127,1,226.8
43733,216,169,27102.12
43734,307,54,15989.12
43734,127,1,283.5
43734,216,82,14033
43735,307,68,21120.38
43735,127,1,411.07
43735,216,51,10092.42
43736,307,41,15081.93
43736,216,25,3189.32
43737,307,31,13168.34
43737,127,3,1488.35
43737,216,26,2834.95
43738,216,133,19972.22
43739,307,11,2920
43739,127,1,283.5
43739,216,59,9922.33
43740,307,15,5046.21
43740,127,5,1984.47
43740,216,21,4649.32
43741,307,23,11070.48
43741,127,4,1842.72
43741,216,10,1644.27
43742,307,11,5570.68
43742,127,4,2494.76
43742,216,2,439.42
43743,307,10,2069.51
43743,127,1,226.8
43743,216,283,41886.39
43744,127,2,708.74
43744,216,65,10517.66
43745,307,8,2389.46
43745,216,30,4734.37
43746,307,9,3416.11
42992,213,7,
43746,216,31,3118.45
43747,307,9,4153.2
43747,216,16,1417.48
43748,216,103,14656.69
43749,216,42,6917.28
43750,216,10,1658.45
43752,127,2,1077.28
43752,216,4,779.61
43753,307,1,158.76
43753,201,10,
43753,202,72,
43753,204,151,
43753,208,90,
43754,216,130,18129.51
43754,202,7,
43754,210,12,
43754,208,43,
43755,216,74,8859.22
43755,202,8,1868.25
43755,204,38,3070.25
43755,208,14,2384.21
43755,213,12,
43756,127,3,1289.9
43756,216,41,3217.67
43756,208,2,360.04
43756,213,1,
43757,216,30,2395.53
43757,201,1,294.83
43757,204,25,1780.32
43758,216,274,38938.04
43758,204,43,
43758,206,229,
43759,201,1,
43759,204,7,
43759,210,2,
43759,206,98,
43759,213,8,
43760,204,12,
43760,210,1,
43760,208,1,
43760,207,6,
43760,205,1,
43761,201,1,
43761,204,3,
43761,206,14,
43761,205,6,
43761,213,2,
43762,216,14,3472.81
43762,204,5,
43762,207,6,
43763,307,2,496.12
43763,201,25,
43763,202,7,
43763,204,172,
43763,208,48,
43763,206,3,
43763,213,1,
43764,307,2,510.29
43764,216,135,21418.05
43764,201,12,
43764,202,2,
43764,210,25,
43764,205,1,
43764,213,3,
43765,127,4,1190.68
43765,216,63,9851.45
43765,201,3,
43765,204,35,
43765,210,13,
43765,205,1,
43766,307,1,297.67
43766,127,7,2324.66
43766,201,1,
43766,202,1,
43766,204,29,
43766,206,1,
43766,205,1,
43767,127,11,5159.61
43767,201,3,
43767,202,1,
43767,204,21,
43768,307,31,3401.94
43768,127,4,1729.32
43768,201,4,
43768,204,37,
43768,210,5,
43768,206,60,
43768,207,1,
43769,307,30,8703.3
43769,127,8,2593.98
43769,201,3,
43769,204,18,
43769,210,5,
43769,206,27,
43770,307,23,7158.25
43770,127,11,4365.82
43770,201,4,
43770,202,1,
43770,204,11,
43770,206,13,
43770,207,1,
43770,205,2,
43770,213,3,
43771,307,22,9468.73
43771,127,16,6307.76
43771,216,16,3104.27
43771,204,6,
43771,210,1,
43771,208,1,
43771,206,5,
43771,207,2,
43771,213,1,
43772,307,17,9071.84
43772,127,36,19036.69
43772,216,10,992.23
43772,204,9,
43772,207,1,
43773,307,8,1644.27
43773,127,2,793.79
43773,216,289,40681.53
43773,201,13,
43773,202,11,
43773,204,148,
43773,210,9,
43773,208,92,
43773,206,4,
43773,213,12,
43774,307,7,1700.97
43774,216,154,22140.96
43774,201,8,
43774,202,2,
43774,204,96,
43774,210,5,
43774,208,37,
43774,206,4,
43774,213,2,
43775,307,7,2962.52
43775,216,89,12275.33
43775,201,13,
43775,204,46,
43775,210,13,
43775,208,13,
43775,206,2,
43775,205,2,
43778,307,25,5669.9
43778,216,206,32233.38
43008,206,3,524.47
43008,207,6,1410.38
43008,205,1,170.1
43008,213,17,
43009,307,6,2353.01
43009,127,2,992.23
43009,216,68,10772.81
43009,201,20,4450.89
43009,204,23,1254.46
43009,210,4,1056.02
43009,208,14,2622.3
43009,205,2,418.15
43009,213,5,
43010,307,7,2778.25
43010,127,1,368.54
43010,216,46,7739.41
43010,201,13,3352.34
43010,204,21,1608.84
43010,210,5,1247.39
43010,208,3,623.69
43010,213,4,
43011,307,14,5102.89
43011,127,1,453.59
43011,216,28,4422.52
43011,201,7,2501.85
43011,204,18,1034.78
43011,210,1,446.5
43011,213,2,
43012,307,1,283.5
43012,216,141,20184.84
43012,201,21,3189.3
43012,204,19,2232.52
43012,210,3,644.96
43012,208,8,1211.94
43012,206,77,10673.59
43012,213,13,
43013,307,3,935.53
43013,216,53,8164.66
43013,201,7,1346.6
43013,204,9,581.17
43013,210,2,403.98
43013,208,4,630.78
43013,206,30,4911.56
43013,213,1,
43014,216,26,3798.83
43014,204,12,836.31
43014,210,2,503.21
43014,206,7,992.23
43014,207,3,1183.6
43014,205,1,233.88
43014,213,1,
43015,307,3,1502.52
43015,127,2,850.49
43015,216,15,2693.2
43015,204,6,368.55
43015,210,1,304.76
43015,206,4,708.73
43015,207,1,432.33
43015,213,3,
43016,307,6,2664.85
43016,127,4,2012.81
43016,216,2,318.93
43016,204,1,42.52
43016,205,1,276.41
43017,307,1,297.67
43017,127,3,900.1
43017,216,332,49888.03
43017,201,94,
43017,204,78,
43017,210,24,
43017,208,82,
43017,206,35,
43017,207,3,
43017,205,16,
43018,127,2,496.12
43018,216,170,24756.2
43018,201,34,
43018,204,74,
43018,210,8,
43018,208,31,
43018,206,16,
43018,207,2,
43018,205,5,
43019,307,1,347.28
43019,127,1,340.19
43019,216,149,22707.95
43019,201,30,
43019,204,61,
43019,210,8,
43019,208,30,
43019,206,13,
43019,207,1,177.18
43019,205,6,
43020,127,1,496.12
43020,216,94,14203.1
43020,201,21,4592.64
43020,204,38,
43020,210,8,1835.64
43020,208,11,2345.94
43020,206,7,1084.38
43020,207,1,226.8
43020,213,8,
43021,307,4,2466.4
43021,127,3,1530.87
43021,216,49,5576.49
43021,201,8,1821.45
43021,204,31,1848.56
43021,210,2,474.85
43021,208,4,779.6
43021,206,3,326.01
43021,207,1,326.02
43022,307,9,1800.2
43022,127,2,503.21
43022,216,103,16130.87
43022,201,29,4401.27
43022,204,8,885.92
43022,210,1,163.01
43022,208,7,1169.41
43022,206,44,6449.5
43022,205,3,609.51
43022,213,11,
43023,307,10,3075.94
43023,127,2,765.43
43023,216,44,7370.87
43023,201,9,1700.97
43023,204,5,269.32
43023,208,1,191.36
43023,206,21,3359.41
43023,207,1,205.53
43023,205,4,928.45
43023,213,3,
43024,307,11,4302.03
43024,127,3,1204.85
43024,216,29,5754.95
43024,201,3,630.77
43024,204,7,758.34
43024,208,1,184.27
43024,206,8,1552.14
43024,207,3,715.83
43024,205,5,1211.94
43024,213,2,
43025,307,8,3153.88
43025,127,1,425.24
43025,216,9,1977.38
43025,201,1,290.58
43025,204,1,28.35
43025,206,3,531.56
43025,207,2,531.55
43025,205,2,595.34
43026,307,5,2657.76
43026,127,5,2430.97
43026,216,7,1800.19
43026,201,1,354.37
43026,204,3,212.62
43026,206,1,113.4
43026,207,1,453.59
43026,213,1,
43027,307,3,510.29
43027,127,6,1814.37
43027,216,378,47017.65
43028,307,1,205.53
43028,127,2,581.16
43028,216,315,48208.32
43029,307,2,609.51
43029,127,3,1318.25
