SampleID,RegionCode,SubRegion,Stratum,MethodCode,StationCode,SampleDate,SampleTime,WeatherCode,TowMax,Latitude,Longitude,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,DO,SpecificConductance,WaterTemp,TurbidityFNU,YsiSerialNo,HatchSerialNo,GearCode,GearConditionCode,MeterSerialNo,TowNumber,PairedStudies,BottomDepth,TowDuration,SamplingDirection,Secchi,FlowmeterStart,FlowmeterEnd,FlowmeterDifference,VolumeRaw,VolumeScrubbed,VolumeImputed,VolumeImputedBy,VolumeFinal,FlowDebris,Comments,TideCode,Phylum,CommonName,OrganismCode,MarkCode,ForkLength,RaceByLength,SumOfCatchCount,Expression,StageCode,Dead,SpecialStudyID,SpecialStudy,TagCode,RaceByTag
722931,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,07:59:00,FOG,4,38.08829,-121.7444,38.08818,-121.74434,38.09009,-121.74147,9.71,220.5,10.39999962,16.31999969,YSI 013,,KTS29,1,B28370,1,,10.6,10,U,0.579999983,312184,323559,11375,3833.231903,3833.231903,,,3833.231903,N,DSMT flash frozen for transfer to DOP. Photos taken of DSMT,HS,Chordata,Threadfin Shad,TFS,None,58,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722931,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,07:59:00,FOG,4,38.08829,-121.7444,38.08818,-121.74434,38.09009,-121.74147,9.71,220.5,10.39999962,16.31999969,YSI 013,,KTS29,1,B28370,1,,10.6,10,U,0.579999983,312184,323559,11375,3833.231903,3833.231903,,,3833.231903,N,DSMT flash frozen for transfer to DOP. Photos taken of DSMT,HS,Chordata,Threadfin Shad,TFS,None,59,n/p,4,n/p,n/p,No,n/a,n/a,n/a,n/p
722931,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,07:59:00,FOG,4,38.08829,-121.7444,38.08818,-121.74434,38.09009,-121.74147,9.71,220.5,10.39999962,16.31999969,YSI 013,,KTS29,1,B28370,1,,10.6,10,U,0.579999983,312184,323559,11375,3833.231903,3833.231903,,,3833.231903,N,DSMT flash frozen for transfer to DOP. Photos taken of DSMT,HS,Chordata,Threadfin Shad,TFS,None,69,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,56,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,60,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,81,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,62,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,71,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,American Shad,AMS,None,74,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,59,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,64,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,American Shad,AMS,None,64,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,74,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,76,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,93,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,57,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,58,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,66,n/p,3,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,70,n/p,3,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,48,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,65,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,67,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,84,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,0,n/p,69,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,53,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,54,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,55,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722932,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:22:00,CLR,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,9.13,213.1999969,10.39999962,14.88000011,YSI 013,,KTS29,1,B28370,2,,10.1,10,U,0.550000012,323559,333766,10207,3439.630596,3439.630596,,,3439.630596,N,Tows 3-4 cancelled due to DSMT catch.,Ebb,Chordata,Threadfin Shad,TFS,None,61,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722934,West,Grizzly Bay,Suisun Marsh,KDTR,25-19-SM03,12/4/2024,08:34:00,CLR,4,38.10325,-122.06635,38.10226,-122.06642,38.10304,-122.06534,8.6,6740,11.19999981,27.11000061,YSI 012,,KTS28,2,B30916,1,,2.5,10,U,0.310000002,807800,822377,14577,4912.265621,4912.265621,,,4912.265621,N,Code 2: Twist in net; partial blockage,Ebb,NULL,no catch,NOFISH,None,0,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722933,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR04,12/4/2024,08:38:00,,4,38.08829,-121.7444,38.0911,-121.74025,38.09255,-121.73812,,,,,,,,9,,,,,,,,,,,,,,,,,,,Chordata,Threadfin Shad,TFS,None,0,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722935,West,Grizzly Bay,Suisun Marsh,KDTR,25-19-SM03,12/4/2024,08:49:00,CLR,4,38.10325,-122.06635,38.1028,-122.0652,38.10386,-122.06425,8.56,6374,11.19999981,28.34000015,YSI 012,,KTS28,1,B30916,2,,2.5,10,U,0.300000012,822377,835248,12871,4337.365083,4337.365083,,,4337.365083,N,,Ebb,NULL,no catch,NOFISH,None,0,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,65,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,55,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,60,n/p,4,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,66,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,71,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,73,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,84,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,86,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,58,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,59,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,63,n/p,1,n/p,n/p,Yes,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,0,n/p,14,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,53,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,54,n/p,3,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,79,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,61,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,63,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,76,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,56,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,81,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722938,West,Lower Sacramento River,Lower Sacramento,KDTR,25-19-LSR06,12/4/2024,08:59:00,FOG,4,38.0542,-121.79042,38.05348,-121.79056,38.05624,-121.79052,8.88,469.2000122,10.69999981,20.70000076,YSI 013,,KTS29,1,B28370,1,,4.1,10,U,0.5,333762,345414,11652,3926.577418,3926.577418,,,3926.577418,N,,Ebb,Chordata,Threadfin Shad,TFS,None,85,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722936,West,Grizzly Bay,Suisun Marsh,KDTR,25-19-SM03,12/4/2024,09:03:00,CLR,4,38.10325,-122.06635,38.10403,-122.06427,38.10499,-122.06321,8.51,5935,11.19999981,29.75,YSI 012,,KTS28,1,B30916,3,,2.4,10,U,0.300000012,835248,846095,10847,3655.302545,3655.302545,,,3655.302545,N,LFS flash frozen for transfer to DOP,Ebb,Chordata,Longfin Smelt,LFS,None,71,n/p,1,n/p,J,No,LF-1896,DOP,n/a,n/p
722936,West,Grizzly Bay,Suisun Marsh,KDTR,25-19-SM03,12/4/2024,09:03:00,CLR,4,38.10325,-122.06635,38.10403,-122.06427,38.10499,-122.06321,8.51,5935,11.19999981,29.75,YSI 012,,KTS28,1,B30916,3,,2.4,10,U,0.300000012,835248,846095,10847,3655.302545,3655.302545,,,3655.302545,N,LFS flash frozen for transfer to DOP,Ebb,Chordata,Longfin Smelt,LFS,None,71,n/p,1,n/p,J,No,LF-1895,DOP,n/a,n/p
722936,West,Grizzly Bay,Suisun Marsh,KDTR,25-19-SM03,12/4/2024,09:03:00,CLR,4,38.10325,-122.06635,38.10403,-122.06427,38.10499,-122.06321,8.51,5935,11.19999981,29.75,YSI 012,,KTS28,1,B30916,3,,2.4,10,U,0.300000012,835248,846095,10847,3655.302545,3655.302545,,,3655.302545,N,LFS flash frozen for transfer to DOP,Ebb,Chordata,Longfin Smelt,LFS,None,62,n/p,1,n/p,J,No,LF-1893,DOP,n/a,n/p
